,season,episode,Rating,Name,Date,Text,Useful
3,3,5,9,evansjoshyr,12 January 2021,"This must be the first or one of the first episodes to feature 3 plots all happening in the episode. Previously, most of the episodes have functioned in an a plot b plot structure, and this episode definitely felt different.
The difference was, there didn't feel like there was a main story or anything, just 3 very entertaining unrelated plots. Well, unrelated with one exception.
The final phone call, OH MY GOSH. I don't want to spoil anything, but it was sad a little funny and well built up to.
Good episode",3/5
4,3,5,10,xsilentnone,12 October 2020,Poor one got to wait 365 to be excited for somethingHope one day he learn how to cook pretzel,4/6
5,3,5,6,fabrisrocha,3 February 2021,"The third season keeps with its weakness and not fun episodes. I only laugh at a couple of times and for a comedy show it's bad. At least for me, if I watch a comedy show and I don't laugh, it means that there's something wrong with it. Anyway, the 3x05 ep was a bit better than 3x04, that was the worst episode of all series until now. I loved to see Jim and Pam scene at the end and Stanley was the best of it. He was the one who made me laugh the most this time. Dwight's kind of humor doesn't please me at all.",3/16
6,3,5,10,rahenson1,15 November 2010,"I really don't think anyone reading this will find this a spoiler given that the episode is over four years old. But just in case someone's just picking up the show (that was me a year ago) know that I'm going to talk about what happens in the episode.This episode has everything I love about The Office. Michael's crazy with Pretzel Day. Dwight is crazy in his own way taking Ryan out on a ""sales call"". One of my favorite humor lines of all time in the show is ""as you planted your seed in the ground now I will plant my seed in you"". Even Stanley comes to life. You've got to watch the deleted scene with him and Michael. Best TWSS of all time.This was one of the first episodes I liked the Stamford story too. The squeaky chair and Jim singing The Cardigans ""Lovefool"". Poor Karen begging him to stop because it's ""not a proportional response"" and Andy finishing the lyrics off in his classic falsetto.And all of this before what is one of the best JAM moments in the show's run. No it's not the wedding or him asking her out on their first date. At least their first date according to Pam - Jim will always say their first date was grilled cheese on the roof in The Client <3 Those have to be top 2.He was only trying to get Kevin's voice-mail and he got her instead. It's a perfect early JAM moment because they talk so easily just like they always did. And then it ends too soon. I still love the new JAM moments because things worked out for them and I'm glad the show reminds us that love doesn't end after infatuation. But there's something very real about the ones where you want it to go on but it doesn't. Love rarely works out and we waited a long time to see if it would for these characters.",13/18
7,3,5,8,lilpuppychow2003,25 September 2009,"This episode was not one of my favorites until I watched it a couple times after initial airing. I really appreciate, now, though.The odd thing about Jim and Pam's relationship is that it has been most touching when they were far away. At one point Pam is speaking on the phone with Jim. She asks him was time it is there; Jim points out that they're in the same time zone. They realize how great the divide has felt since Jim left.The pretzel storyline is well-executed. Many people really do look forward to a few things each year, reminding themselves again and again of little pleasures. I'm familiar with such a feeling.Dwight has grown a bit more cartoonish over the years, but in this episode I see Dwight as I think he was meant to be--the odd, eccentric, yet intelligent follower of Michael's foolishness. Michael is shown as the almost amazingly inefficient boss who somehow lands great clients. I enjoy that contradiction.All in all, a very well-rounded episode.",20/23
0,3,7,9,ComedyFan2010,30 December 2018,Jan tells Michael that their branch will close and he tries to prevent it.Great episode. Loved how Michael couldn't keep his moth shut and got everyone worried. Him and Dwight going to do something against it and then think they did it but wondering how was also gold. Great to see Pam and Jim will be working together again.,11/14
1,3,7,9,Edvis-1997,27 October 2021,"One of few episodes that has twisted plot, which is nice considered that it was launched at 2006. It wasn't maybe the funniest episode but it made a lot of sense and some key points what's this season going to be about.",2/4
2,3,7,9,vivianla,28 September 2020,"Michael hears from Jan in his office that the Scranton branch may be closing. Michael cries out in agony alarming his workers. He then ends up telling his employees the branch is closing and they will lose their jobs.Michael decides to take action and tells Dwight to come with him to go see the CFO. Dwight calls and learns the CFO left the office for the day so they camp outside his big home.Jan goes to the Stamford branch and offers Jim the second position. The boss there tells her he accepted a position with Staples and will no longer be working for them. Jan says the company worked their plan all around him to keep him and now he is leaving.Jan goes back to the Scranton Branch and relieves the employees by telling them the branch will not close and she at least knows they will not lose their jobs.Jim tells his co-worker he thinks he will take the job at Scranton and says the Scranton branch isn't as bad as he made it out to be.Pam's lipgloss is so pretty and pink.Dwight learns from a call that the branch is not closing, Stamford is. Dwight and Michael celebrate with cheers.",0/3
3,3,7,10,evansjoshyr,12 January 2021,"It is such a nice change of pace when a show that usually never takes plot as a priority gives an episode like this. In a way, season 3 so far has been leading up to this as we got to know the other branch when Jim moved. Seeing everyone's different reaction to the news jan tells michael at the beginning of the episode was genius and brilliant. Seeing michael and dwight go on a basically pointless mission but bonding over it was great to see and very funny at times.Not the funniest episode, but the most plot driven and emotional at times. I am very intrigued to see where the show goes from here",6/8
4,3,7,7,pjklostermann,10 November 2006,"This episode had a lot of humorous moments. The opening sequence between Jim, the fax machine, Dwight, and ""Future Dwight"" was among the best opening sequences yet. Michael's comments about ""Bowling for Columbine""---""I thought it was gonna be more like Kingpin""---were hilarious. The Stanley and Ryan/Kelly stuff was also great. My one problem is the plot itself. I feel that the show is selling out with Jim moving back. They had a great thing going in Stamford, now they give that up to bring this stupid love triangle crap to Scranton. I was very disappointed in the writers. I do hope the Ed Helms character follows Jim and the girl to Scranton. The dichotomy between he and Dwight could be gold. I felt that the episode could have been split into 2 parts. I felt that it was rushed. One moment Jan was at one branch, the next moment the other branch. Everything seemed to get resolved much too quickly. The episode as a whole was good, but there were more funny moments than a completely humorous episode.",14/63
5,3,7,10,JamieJoyce,9 November 2006,"Can even explain how could this weeks episode was.After reading the title of this weeks episode, all week i was wondering what would actually happen. Through the middle Ithought they were actually gonna close down Scranton and I was hoping that they wouldn't and i'm so glad they didn't. It was so cool how Jim and Pam both asked if other employees were coming to their branch! and you finally learn that Karen likes Jim. Its just gonna get better from here!! And at the beginning with Jim faxing Dwight was Hilarious. I was so happy to learn that the two branches are merging, i hope Jim gets Michaels job lets get some more input on what you thinks going to happen.",17/22
0,3,9,10,ComedyFan2010,30 December 2018,"The office finds out that there is an ex convict with them. And then Michael tries to show them that prison is worse than their job.Again an over the top funny episode. Michael trying to show how non racist he is. He reminds me of SJWs these days. Obsessed with race, pathetically needy to be seen as the good guy. But I still love him.A little moment would make this episode ""problematic"", the character that is portrayed as a bitter b*tch dressed her boy in pink.Best part was Michael dressed up as prison Mike and their whole talk about it. And Michael then locking them up in conference room. Toby was smart and sweet again to change Michael's mind.And there is a sweet interaction between Jim and Pam as he plays a prank on her. He doesn't even let Karen into it.",12/26
1,3,9,8,Edvis-1997,27 October 2021,"The only scene which was good was when he pretended to be a former prisoner, everything else was somewhere ok. I'm not saying this episode was bad or something, but considered that this season is one of the strongest so far it wasn't as good as other episodes.",2/4
2,3,9,9,vivianla,28 September 2020,A baby is bounced by its mother. Michael oohs at the baby and then acts childish himself. Michael says milk is needed and it comes from breasts.Jim is dating the pretty girl from Stamford.A phone call is received from Jan who informs that an ex-convict is working which is why Angela from accounting received that money from the government. The group looks around wondering who from Stamford is an ex-prisoner.It turns out to be Martin and Michael informs Dwight. Dwight hilariously has bills peeking from his back pocket and he stands close to Martin.After a long day we see Martin has his things in a box and carries it to the elevator. Michael explains Martin quit and he is glad. Michael is slowly getting each former Stamford employee to quit.,1/5
3,3,9,10,xsilentnone,12 October 2020,"A new guy from Stamford to a convict,
to PRESON MIKE's friend, back to a convict,
Then to kinda of a nuisance, and finally to a quitter.",0/6
4,3,9,10,ezequias-farias,12 December 2020,"Some of the lines on this episode would never ever go live due to the pathetic PC Culture in our culture today where people are hurt by words.
Michael tells the camera ""I just wish Josh had made a more progressive choice like a white guy...""
I miss those old times back in 2000s where people would laugh at the expense of everything. This episode is great in showing how fun the world was where we would laugh at simple stuff that we could carry on and just live with it.",2/12
5,3,9,9,thetrueopm,17 August 2018,"I liked this episode, I didn't like how two characters were gotten rid of in the span of two episodes, I liked Toby's moment at the end, he plays everything as he's the bigger person to micheal, and he is. I loved how he set micheal straight in the end. He's the perfect straight man in the show.",19/23
6,3,9,10,siyarduhoki,15 July 2020,"How on God's green earth is this episode 8.3/10 is beyond logic, the whole episode start to finish is just absolutely mesmerizing and Michael specifically 👌🏻 he seriously nailed it to the coffin.. and to think he never won an emmy for his role, that's a damn shame.",16/18
7,3,9,9,carloss_ed,2 March 2021,"I was rewatching this to see If it hand Ricky's usual writers hand, but it was actually a great episode that fits in well with the other episodes in the series.It's a shame it was the first and the last, except the first episode, which was based on the original UK office series.",1/4
0,3,11,8,ComedyFan2010,30 December 2018,Michael goes on vacation with Jan which he needs to keep secret but he mistakenly sends the picture of them to the wrong address.So now Jan will be dating Michael. I loved her reason why. Pam is so sweet helping Karen and one really feels bad for her. Not the funniest episode but still good.,3/7
1,3,11,8,Edvis-1997,27 October 2021,"Very decent episode. Michael, as always, never learn and screws everything. This particular episode had one key funny moment and they kept talking about it in which didn't get more funnier. The ending was just meh for me.",0/3
2,3,11,9,vivianla,31 October 2020,"Dwight records the meeting and then Jim begins to say things out loud making Dwight look bad such as saying he took off his shirt. The other employees join in.Michael comes back into the office from Jamaica full of energy. He talks to a fellow colleague who seem to understand his comedy. Michael had sex with Jan and they shared the same room. Michael sends an email of a sexy photo of Jan lying topless on her front.Michael has accidentally sent it to packaging, not to Packer and Packer receives the email from someone else. Packer says wow that is hot and asks how could he remove Michael from the photo.Michael runs downstairs and the packaging team all have the photo as well as the office now.Michael checks the warehouse again and the packaging team has printed out a giant version of the photo. They compliment Michael saying he got some corporate booty.Michael has ordered a luau and the party committee team sets to prepare for the night as the party will go on at the same time as inventory.Jan comes to the warehouse and Michael follows her upstairs slowly. Jan sits at his desk and tells Michael that last year so much happened with her divorce and more. Her psychiatrist tells her she needs to go with what she wants and she tells Michael she wants to be with him. Michael is pleasantly but cautiously is surprised. She kisses Michael hard and tells him to meet her at his condo.",3/9
3,3,11,10,xsilentnone,12 October 2020,"The best boss ever has back from his vacation
The best boss ever know just how to spend a unmemorable vacation
The Best Boss Ever
The best boss ever
Michael.",2/8
4,3,11,NA,peacefrog-35822,23 May 2021,"Dunder Mifflin's warehouse only receives and ships paper, which is already packaged. They wouldn't have a ""packaging"" department, which would exist in a factory that produces products. Just shipping and receiving. So the mix up between ""Packer"" and ""packaging"" is a real stretch, a contrivance to set up the mistake in email. Lazy writing.",0/9
0,3,13,10,ComedyFan2010,2 January 2019,"Oscar comes back and gets a welcome party. Michael realizes that he made a mistake firing Dwight.Great episode. Andy annoying Michael was hilarious considering that Michael often does it to others but even for him Andy was too much. The whole talking of his about butt kissing was wonderful and I loved the moment between him and Dwight.Dwight also was great as a Staples salesman who still loves Dunder Mifflin. His comeback makes not only Jim but also all the viewers happy.Angela was also great this episode, so not what we are used to. So one can see what she feels for Dwight and she apparently was worried Michael finds out her and Dwight date. Their handshake at the end was sweet!Pam and Jim's prank on Andy was also good and ended up with a bid surprise. I actually like Andy as a character. Him being so annoying and representing a butt kisser really adds fun to the show. And while I feel bad for Karen I am glad Jim has feelings for Pam. We all know they belong together!",19/24
1,3,13,9,Edvis-1997,28 October 2021,"Well, that's not really suprise, we all knoew she will tell him true and Dwight will come back to his old job. It's just Andy for me... How he's more annoying than Dwight, unbelievable.",1/4
2,3,13,9,vivianla,15 November 2020,"Dwight goes for interviews but he gives three different documents to each hiring manager.He ends up taking a job with Staples saying it is temporary.Andy annoys the whole office including Michael himself.Oscar comes back and they throw a party for him. Angela goes into Michael's office and admits Dwight went to corporate that morning for her because she did not hand in something on time. It is snowing outside.During the party Michael encourages Pam to shake her breasts as he shakes maracas in front of his chest. Pam refuses but Phyllis shakes her chest. Michael slowly leaves, repulsed.Michael gets angry realizing Andy was kissing his butt after Jim mentions Andy copies his boss casually. Michael drives to Staples to get Dwight back. Andy has been sent to an anger management program after Michael had a chat with corporate. Andy tells us he does personality mirroring and we see him imitate the woman.",3/8
3,3,13,10,discgolf-73334,20 October 2021,"The Return is on of my favorite episodes of the entire show. Ed Helms is perfect as Andy and as annoying as he is, it's one of the funniest episodes!Then comes the wall punch, a jaw dropping moment of the show that is always hilarious.",5/8
4,3,13,9,themightykazoo-30763,20 December 2019,Can't stand Andy. Glad that he was gone for a while after this episode,29/45
5,3,13,10,dmdebruyn,24 November 2018,"Season 3 of The Office takes the show's main characters into very complicated terrain as each of them struggles to navigate the rough waters that make up his or her story.
1. Jim moves to Stamford but then moves back after it closes down, prompting a merger with Dunder Mifflin that places new characters, Karen Filippelli and Andy Bernard, among the office regulars. Jim starts a relationship with Karen but still has feelings for Pam.
2. Dwight's his usual oddball self, secretly in a relationship with Angela, and still Dundee Mifflin's top salesman. With Andy's entrance into Dunder Mifflin, his ways of sucking up to Michael make him a bigger threat to Dwight than Jim, and they become mortal enemies
3. And Pam, heartbroken as she is, managed to maintain her perky personality in the workplace
4. And of course, Michael Scott himself, struggling to find happiness while striving to remain the world's greatest boss at Dunder Mifflin.I'll leave it at those four for now, as I've gotta get to the reviewIn this episode ""The Return,"" Dwight has left Dunder Mifflin (more on that in the previous episode) and is now working at a Staples store, while the rest of the office now has to put up with Andy's annoying antics. Through various changes in the mood and organization of the workplace (surplus of clients, wilted plants, disorganized desk toys), everyone suddenly realizes how much Dwight meant to Dunder Mifflin. It's also bad timing, as Oscar has just returned to the office after a ""gay-cation"" that lasted half the season. Andy, reveling in Dwight's absence, continues trying to suck up to Michael and manages to annoy everyone around him, and creeping out Michael himself. He also may or may not realize how much this reflects his own antics in previous seasons (""I don't understand how someone could have so little self-awareness""). In the end, Michael realizes his mistake, and brings Dwight back to a grateful Dunder Mifflin. As for Andy, he gets his comeuppance after a prank by Jim and Pam (back at it again (yes!)) which then leads to a rejection by Michael that leaves us thankful and then in stitches, as this is followed by a crazed wall punch by Andy Bernard himself (exposed!). There's only one thing to say for all of this: Dwight Schrute FOREVER!In this episode, almost all of the characters' narrative story arcs for season 3 reach a climax, and what a climax it is.
1. Jim is back to his prank-pulling self, and really still has feelings for Pam, once again his accomplice in his pranks when no one else will be (no surprise by Ryan, but a real blunder on Karen's part)
2. Pam remains perky and helpful as ever, even attempting to console Angela in a heartfelt exchange where she sort of admits her feelings for Dwight, bringing us to:
3. Angela shows her sentimental side
4. Dwight remains his Dwight Schrute self, even bringing his dedicated ways into his new workplace, where it's not accepted unfortunately for him. Still, as always, Dwight perseveres, and gives us a perfect description of himself in the process (""How would I describe myself? Three words: Hardworking, alpha-male, jackhammer... merciless... insatiable..."").
5. And last but not least, Michael Scott himself. While his relationship with Dwight was certainly not his cup of tea, Michael realizes what Dwight means to the company, his surroundings, and him, even preferring him over Andy. When he brings Dwight back, not only does he admit he made a mistake and fixes it (""It takes a big man to admit his mistake. And I am that big man""), but he also takes a big step in the right direction for his fellow peers and all who view him as Michael Scott: The World's Greatest Boss.For bringing us stunning narrative turning points for the characters as well as tons of hilarious memorable moments, I call ""The Return"" one of the show's shining achievements and up there among the all-time best episodes of The Office.
Three cheers for Dunder Mifflin!",24/28
6,3,13,6,sales-615,23 January 2007,"VERY SLIGHT SPOILERThis episode in part follows the exploits of Dwayne in his endevours outside of Dunder Mifflin along with the return of Oscar, hence the episode title.Not a bad episode but not particularly good either when you look back at a very strong season 2. They embarked on territory that the English version hadn't when they decided on a longer season 2 and now season 3 and to be fair they have done pretty well. They are always standing slightly in the shadow (as every UK poster will tell you along with burning an efigy of Micheal Scott) and have gone further in the development of the series.I enjoy this series but I do hope that they wrap it up after this one.",6/72
0,3,15,8,ComedyFan2010,2 January 2019,"It is Phyllis' wedding and Michael tries hard to participate.Michael being wonderful in this episode again trying to make himself a highlight of the wedding. He is just hilarious. Him in the photos, announcing them as a couple and even getting kicked out.Another great thing was that this was all Pam's wedding ideas. And her and Roy at the end dancing was nice. While I want to see Pam with Jim I do have a soft spot for her and Roy because of how long their relationship was. Even though they don't really belong together they do love each other in a way.",18/20
1,3,15,8,Edvis-1997,29 October 2021,"It was decent episode, maybe not the funniest one but still interesting to watch how Boss screwing everything again, lol. Ending was really cute tho so can't complain a lot.",1/4
2,3,15,8,vivianla,18 November 2020,This episode was slightly underwhelming especially for a big event like a wedding. Michael was a bit too much even for him during this wedding.Michael goes in and offers to give advice for Phyllis's wedding night sex.Pam is shocked to find out that all her ideas for her wedding were stolen.Pam's ex tries to be nice and make things up.Jim states he is happy that he is with Karen and watches with his eyes light up as she sings.The songs during the wedding were mostly by The Police and there was one slow song I liked.Pam's ex asks her to dance - his look and voice was good - and they dance outside.,4/10
3,3,15,10,Faristuta,27 February 2020,"""Did you pass wind Phyllis?""
One of the top episodes of the series.",6/11
4,3,15,5,fagurado,19 January 2022,"Before I start: the use of the word ""retard"" in this review is a reference to the movie Tropic Thunder, so even if it's a little bit crass....humor me, please. Danke.Back to the show. This is another one of those episodes that makes me go ""oh no, they went this low?""Part of the attractive of the show is that we believe this is a documentary, but when they make Dwight or Michael do straight out retarded stuff, then that's when they lose me. In the last episode Dwight tells to the camera ""I don't think that is the real Benjamin Franklin"". Now, Dwight is a bit of a doofus, but he has a job, he owns a house, and he has a woman. He's not a retarded person. He's not that stupid as to believe that this person is the same as someone who lived 300 years ago.And then in the current episode, episode 15, the sight of Michael dragging the wheelchair with the brakes on, stupidly getting in line with the other bestmen, and having other people tolerate this absolutely ridiculous behaviour...it requires the entire cast to go retard.I didn't want to watch The Retard Office.",1/3
5,3,15,10,emhenry1990,18 January 2019,This episode made me laugh so hard I cried. I completely lost it when Michael had to pull Phyllis' father's wheelchair down the aisle. I also felt bad for him when he was the only one kicked out from the wedding. This episode had some poignant moments and had some funny moments too.,15/19
6,3,15,9,coreyharrison-37866,2 July 2020,Oh boy. This has some seems that are hard to watch but still funny.,9/14
0,3,17,9,ComedyFan2010,2 January 2019,"Michael and Jan go to a cocktail party at Wallace's. Pam makes a confession to Roy which makes him mad.I feel bad both for Jan and Michael. He doesn't get the love he wants and for her it must be pretty embarrassing to be with him.Dwight was great with his house inspection that made his party today. Lots of small moments too like Creed, who is a king of those.And doesn't one want right away to see what happens between Roy and Jim! Karen pranked him pretty well too.",15/18
1,3,17,7,Edvis-1997,29 October 2021,"Is it me or something but this episode was very bland. Main idea wasn't that interesting to make whole episode about it, just ending scene gave it some points, everything else just meh.",2/8
2,3,17,8,vivianla,18 November 2020,The managers have a party with the CFO (Jan's boss). Jan and Michael are now taking their relationship publicly.Jim and Karen are at the party too as well as Dwight.Karen compliments the owner saying their home is beautiful. Dwight asks the owners the square foot area and Michael says that is not appropriate but then proceeds to ask how much their home costs. Dwight touches everything and inspects the home. He goes upstairs even in the bedrooms...Pam asks her bf to join her at happy hour. The bf doesn't want to at first but Pam says directly if he is to be her bf he has to do bf things. Pam tells the camera she will start being direct and saying things that she wants.The HR guy overhears Pam saying the ducky is cute and he takes out cash to try to win it for her secretly. He hands the duck to her and she asks him doesn't he have a daughter? It was so sweet he did that.At happy hour they play a game where they thud the tables and then put their hands up.Jan wants sex in the bathroom of the home at the party but Michael is not into it right then and there.Pam's bf gets angry when she tells him she kissed Jim. They break up and him and his brother start destroying stuff.,2/7
3,3,17,10,xsilentnone,17 October 2020,"Just x loody stuff and
Nothing else.
Yeah
Nothing thing no
XXX",0/13
0,3,19,10,ComedyFan2010,2 January 2019,"Michael is upset when Dwight tells him that the work on in the office isn't as dangerous as warehouse and tries to make a visual presentation on suicide.Another amazing episode. The whole thing with Michael on the roof was great just like the presentation in the warehouse that was held pretty much specifically for him. And there are always as in any episode small things that add so much to it, like the bet scenes with Creed eating a potato and Kelly talking about Netflix. And Stanley finding a watermelon on his car.",13/15
1,3,19,8,Edvis-1997,29 October 2021,"Comparing this episode with previous one this looks pretty bland, tho, it wasn't that bad. I liked how Michael kept interrupting in whole safety training part at warehouse, everything else wasn't for me, sorry.",1/6
2,3,19,8,vivianla,19 November 2020,"Darryl got hurt because Michael pulled out a ladder from under him. Now he is explaining the dangers of the warehouse. There is one machine that can cut off your arm. 10 people per year have gotten hurt by it statistically.Michael gets annoyed when Darryl says they have a nice, cushy, nerfy life up here.Michal prepares a suicide demonstration and gets Dwight to go get a bouncy castle and watermelons.The office workers are led out by Dwight and they realize he could seriously die by pretending to die. They encourage Michael off the roof. Darryl says he did not say you have nothing to live for.",1/4
3,3,19,10,matthewsweet-55214,14 August 2018,"Omg what can I say about this episode, well a lot of things because it's one of the best episodes of The Office. So Michael is upset with the warehouse workers because they tease him that an office job will never be as dangerous as working at the warehouse. So Michael being his smart self hatching a plan to pretend to kill himself that could kill himself. Everything about this episodes works from the lines, to the warehouse safety tour, and of course the pretend suicide. 10/10 for me.",19/22
4,3,19,9,vanessalangford,5 December 2021,"I loved this whole episode, but there is a golden moment when Dwight and Mike experiment with a watermelon, the panic on Mike's face is priceless. It gets me every time - and that's why this series is great, relatable & laugh out loud comedy.",1/2
0,3,21,9,ComedyFan2010,2 January 2019,After Phyllis is flashed Michael makes a women appreciation day where they help him to break up with Jan.One really feels for Michael in this episode. He really wants to be loved and Jan is not right for him when it comes to it. And he made us laugh again of course. In the meantime guys in the office also had some fun time in women bathroom which Creed mad even better. And making the flashing guy picture look like Dwight was just great!,14/17
1,3,21,8,Edvis-1997,29 October 2021,"The beginning of this episode started with funny scene when Michael was making jokes but the middle was pretty bland and then again ending was good, so I would say it was 9/6/9 so can't give it more than 8.",1/5
2,3,21,7,vivianla,20 November 2020,Phyllis enters the office stating a man flashed her. Pam says she wished that the man flashed her when she was with her ex. Then she says out loud that her ex would not have liked her seeing Jim's.This episode was anxiety personally for me and uncomfortable which is why I rated it lower than it should. (Rating is more for myself).Michael says he did not like being flashed by Meredith at the Christmas party and Angela says what a surprise. Lol.Michael refers to Pam and Karen as the real women and Phyllis is not really. He talks about society and how skinny and tall women are seen as ideal. The women in the office aren't even that skinny he says and everyone looks at Pam.Michael decides to have a women's appreciation day and take all the female workers out to the mall.The men stay behind and the bald man tells Jim he is curious about the women's bathroom - it is every man's fantasy. Jim says he thinks he means the girls' locker room (because women in all states of undress?). The guys lounge in the women's washroom.At the mall Michael buys junk food and says he hopes no one is on a diet...He then offers to buy everyone one thing from Victoria's Secret and we see Alessandra Ambrosio on a poster behind him. Kelly is excited and runs in. Phyllis carries some underwear and then Karen asks for her opinion on some unlined lace underwear. Phyllis says that Jim would love that and Pam overhears and widens her eyes. Pam says she does not need anything too sexy because she is single so she is going to pick this bathrobe.They drive back to the office and carry the older style Victoria's Secret bags. In the elevator Jim is with Karen with her VS bag and Pam is there when the doors open with hers.Michael breaks up with Jan over the phone.,3/13
3,3,21,10,Faristuta,6 July 2018,"This episode captured me. Even though Michael is indeed misogynistic, he reveals he has a big heart and only wishes these women the best especially with what he said toward the end.",24/28
0,3,23,NA,bob the moo,1 May 2009,"I read a comment in the paper a few days ago that disputed someone's claim that 30 Rock was the best sitcom out there at the moment because the writer of this piece of blurb felt it was the US version of The Office. I didn't think too much about it because it is all opinion but I can see the point. In my opinion 30 Rock is by far the better comedy because it gets the biggest laughs out of me, but The Office is the better sitcom. The reason for this disparity is because The Office has a better narrative running through the jokes and has characters that the viewer cares about beyond their role as comedy material. This was seen in season 2 of The Office (the first good season) but the way they ended that season perhaps made me think that things would be awkward or difficult to carry on from – particularly in a show which I already know is on its 5th season.I needn't have worried though because S3 does a very good job of moving on from the conclusion of the previous season and keeping the character threads going. We join quite some time after the end of the last season, with characters scattered a bit, new characters added, new unspoken complications but yet also the continuation of the same awkward relationships that I enjoyed from season 2. This continues till about the mid-point of the season where the dynamics are changed again, while also still keeping the same essential plots. It is to the writers' credit that it works as well as it does because the character-driven plots are evenly spread across the season and each episode; OK they have moments where they come to the fore but they never feel like they are sitting on a shelf waiting for the show to need a cliff-hanger or something like that.Of course neither the characters nor their threads are strong enough to work if this were a drama series, but thankfully it is not and instead these factors compliment what is otherwise a consistently funny comedy show. The bad memory of season 1 is long gone now as The Office US has settled totally into what it is doing rather than what the UK did – almost to the point where comparison is like comparing apples and potatoes simply because they are both in the same colour box (although of course this is the internet so these arguments will continue forever). I found S3 to be funnier again than S2. The improved narrative threads prevented each episode feeling like a totally contained sketch while the dialogue and observational stuff continues to be frequently funny. I did also like the fact that S3 allowed for more moments where we get to see that the people in the office are not useless even if they are odd characters. The sales call episode is the clearest example of this but there are lots of little moments that offer similar. It is also surprisingly touching at times – again part of the reason that it works best as a sitcom rather than a ""judge me by the laughs"" comedy.Yet again the cast deliver on this well and seem a lot happier doing what they are doing now as opposed to the jobs they were given in season 1. Carell is very good at his role and fits it very well. Fischer continues to be the best at the ""pained"" comedy as she always had been and this skill serves her very well within the comedy and also within her narrative thread. Krasinski is still a bit too much about the mugging for my taste but the lack of complexity or openness in his performance adds realism to a point. He works well with Jones, who is the best of the new additions and helps drive a lot of the character plot. Wilson continues to deliver great lines and a consistently good comedy character. The supporting cast continue to do the good work they did in S2 despite Baker's Stanley looking ever more like a cartoon version of himself. I continue to love Kaling and Bratton but everyone else is good again, with more use of everyone in terms of narrative and comedy (where perhaps S2 used the supporting cast just for comedy asides).",18/23
1,3,23,10,ComedyFan2010,3 January 2019,"Jim, Karen and Michael go to NYC for an interview to get a job which ends up being Jan's. Michael leaves the office to Dwight.Excellent ending for the season. Everything that happened at the corporate office was great. Andy Buckley is great as David Wallace, he has this very friendly boss thing but not in a crazy way like Michael. The conflict with Jan was really good.Dwight as manager was as one would imagine, hilarious. Pam being a secret assistance manager, him working with Andy all were great parts of the episode.And the ending is a great cliffhanger for the next season. We get to enjoy that Jim and Pam will be together. He chooses her over everything else and goes back to the office asking her out. Now we want to know how they will be together. And of course Ryan getting the corporate job is something that one waits to see in season 4.",20/22
2,3,23,9,Edvis-1997,2 November 2021,"One of the best episode of this season. We all knew how this is going to end but still, it had some unexpected plot twists which I really like. It just didn't make a lot of sense who got that job lol.",2/5
3,3,23,9,zkonedog,5 July 2019,"To be brutally honest, the second season of this show (the one preceding this one) will most likely be viewed as the funniest of the bunch, as the show was still incredibly fresh and the writers still had a large bank of ideas from which to draw on. Season Three, while still incredibly funny, didn't have quite the extra ""oomph"" that the second season had (what with the incredible Jim & Pam romance). That being said, after finishing this third installment of the show, I actually have gained even more respect for the writers and actors, as they didn't fall into the ""same old, same old"" trap of many comedies and instead kept right on developing the characters we have come to know and love.The biggest change, of course, is the separation of Jim and Pam. As the third season opens, Jim has taken a position at the Stanford branch of Dunder-Mifflin (away from ""beloved"" Scranton) to try and escape the awkwardness of the Pam/Roy relationship (which begins to experience trouble of its own). This move, while losing the playfulness of the interactions of those two characters (which I consider to be the backbone of the entire show), actually serves to give the show more credibility, as you will be pulling even more for the couple to be re-united (whether or not that actually happens is for you to find out!).Another curveball from the previous season is the development of characters from the Stanford branch. While season two essentially takes place almost exclusively inside the Scranton office, this season spends a considerable amount of time following Jim as he meets and interacts with his new co-workers. Again, this may not be what you want to see in the short-term, but it eventually serves to give the show an even stronger base of characters in Andy Bernard and Karen Fillipelli (a potential love-interest for Jim).However, besides the ""loss"" of Jim and Pam for the time being, the rest of the show still rolls along with laugh after laugh. Michael Scott shines brighter than ever, Dwight is still hilarious, and the supporting cast does a remarkable job of keeping themselves relevant to the ongoing storylines.Thus, although this season is a bit weaker than the two previous ones due to the factors described above, I have to give the writers/creators credit for not falling into the trap of repetition and allowing the show to grow stale. Instead, they stretch things in a whole new capacity and, by the end of the season, end up a better show for it going forward.",15/25
4,3,23,9,vivianla,21 November 2020,"Karen thinks Pam badly now after the beach day.Jim comes in with a new haircut looking hot.Jim and Karen if they can take the rest of the day off so they can go to New York. Michael asks if it is so they can do it meaning sex.Jan comes in with a low top. Pam, Jim and Karen notice the plastic surgery. Jim says they got bigger.Michael gets back with Jan because of her new breasts. He puts his hands on the side of them.Jim and Karen explore the city. Jim only went for field trips and Karen is very familiar with the city. They go to restaurants, bars.The camera shows the office building which looks very NYC.The job is actually Jan's. She is being let go.In the end Ryan got the job as he has an MBA and he tells Kelly they are done.",1/6
5,3,23,9,katyayan-,17 September 2021,"Review By Kamal KIt's a really good season. There is nothing bad in this season except the fact that Jim and Pam are so distant from each other that it is painful to watch them not even being friends. Overall, it was still the same hilarious show that makes you smile and laugh all the way through each episodes.",0/2
