,season,episode,Rating,Name,Date,Text,Useful,clean_text,clean_text_tokens
340,3,17,10.0,xsilentnone,17 October 2020,"Just x loody stuff and
Nothing else.
Yeah
Nothing thing no
XXX",0/13,loody stuff nothing else yeah nothing thing xxx,"['loody', 'stuff', 'nothing', 'else', 'yeah', 'nothing', 'thing', 'xxx']"
341,3,18,10.0,ComedyFan2010,2 January 2019,"Dwight saves Jim from Roy. Darryl asks for raise and turns out Michael doesn't even make as much.Oh god, Michael with his business techniques! And wearing a women power suit! And him threatening to withhold sex from Jan without a raise. It was all gold comedy.And Dwight saving Jim also brought so much. Angela wanting to hear the story over and over again. Dwight telling us who the real heroes are. And it was also wonderful how Jim found a way to repay Dwight.And there were also small things in between that were perfect. Like Toby feeling punished by Kelly and Ryan sitting together while the two were bickering.",27/31,dwight save jim roy darryl ask raise turn michael even make much god michael business technique wear woman power suit threaten withhold sex jan without raise gold comedy dwight save jim also bring much angela want hear story dwight tell real hero also wonderful jim find way repay dwight also small thing perfect like toby feeling punish kelly ryan sit together two bicker,"['dwight', 'save', 'jim', 'roy', 'darryl', 'ask', 'raise', 'turn', 'michael', 'even', 'make', 'much', 'god', 'michael', 'business', 'technique', 'wear', 'woman', 'power', 'suit', 'threaten', 'withhold', 'sex', 'jan', 'without', 'raise', 'gold', 'comedy', 'dwight', 'save', 'jim', 'also', 'bring', 'much', 'angela', 'want', 'hear', 'story', 'dwight', 'tell', 'real', 'hero', 'also', 'wonderful', 'jim', 'find', 'way', 'repay', 'dwight', 'also', 'small', 'thing', 'perfect', 'like', 'toby', 'feeling', 'punish', 'kelly', 'ryan', 'sit', 'together', 'two', 'bicker']"
342,3,18,10.0,Edvis-1997,29 October 2021,"This episode was just an amazing. One of the best so far not only in this season but in this whole TV series. I loved scene with pepper spray and when Michael dropped the bomb about sex, lmao.",2/6,episode amazing one good far season whole series love scene pepper spray michael drop bomb sex lmao,"['episode', 'amazing', 'one', 'good', 'far', 'season', 'whole', 'series', 'love', 'scene', 'pepper', 'spray', 'michael', 'drop', 'bomb', 'sex', 'lmao']"
343,3,18,8.0,vivianla,19 November 2020,Pam's ex comes in ready to hit Jim but Dwight saves him by spraying pepper spray.Darryl looks at Michael's pay check and laughs because he has been working there for 17 years but never asked for a raise. Darryl crosses his arms and is present as Michael calls Jan about it. Darryl knows he cannot get a ten percent raise because it would be more than what the boss is making.Toby has cute photos of his daughter.Michael tries to negotiate using personal reasons saying no more sex if she does not give him the raise.Ryan and Kelly make out next to Toby's office. Toby wonders if this was a punishment.Angela and Dwight kiss in the office and Jim walks out of the washroom witnessing the scene.,4/8,pam come ready hit jim dwight save spray pepper spray darryl look michael pay check laugh work year never ask raise darryl cross arm present michael call jan darryl know get ten percent raise would boss make toby cute photo daughter michael try negotiate use personal reason say sex give raise ryan kelly make next toby office toby wonder punishment angela dwight kiss office jim walk washroom witness scene,"['pam', 'come', 'ready', 'hit', 'jim', 'dwight', 'save', 'spray', 'pepper', 'spray', 'darryl', 'look', 'michael', 'pay', 'check', 'laugh', 'work', 'year', 'never', 'ask', 'raise', 'darryl', 'cross', 'arm', 'present', 'michael', 'call', 'jan', 'darryl', 'know', 'get', 'ten', 'percent', 'raise', 'would', 'boss', 'make', 'toby', 'cute', 'photo', 'daughter', 'michael', 'try', 'negotiate', 'use', 'personal', 'reason', 'say', 'sex', 'give', 'raise', 'ryan', 'kelly', 'make', 'next', 'toby', 'office', 'toby', 'wonder', 'punishment', 'angela', 'dwight', 'kiss', 'office', 'jim', 'walk', 'washroom', 'witness', 'scene']"
344,3,18,10.0,alanbourbeau24,17 June 2020,"Violence in the workplace can be unpleasant, overwhelming, and frightening. I remember last year, I was on Facebook messenger and was trying to speak to a former employee i knew from work and he wasn't in a good mood at all. He planned on coming to his former workplace and was about to do physical violence towards me. But sure enough, he never did. Afterwards, I felt relieved.",1/23,violence workplace unpleasant overwhelming frightening remember last year facebook messenger try speak former employee know work good mood plan come former workplace physical violence towards sure enough never afterwards feel relieved,"['violence', 'workplace', 'unpleasant', 'overwhelming', 'frightening', 'remember', 'last', 'year', 'facebook', 'messenger', 'try', 'speak', 'former', 'employee', 'know', 'work', 'good', 'mood', 'plan', 'come', 'former', 'workplace', 'physical', 'violence', 'towards', 'sure', 'enough', 'never', 'afterwards', 'feel', 'relieved']"
345,3,18,9.0,HaveYouEverNoticed,5 February 2019,"I can't stand Pam right now. She knew EXACTLY how Roy would react when she told him about Jim. Right now, she is ""in her feelings"" and resentful of Jim because he's not her lost little puppy anymore. He told he how he felt, and she turned him down. What was he supposed to do, keep on pining for a woman who told him that she was marrying someone else? Now she sees that Jim is dating an attractive woman, and she's jealous. It's a dang shame.",21/41,stand pam right know exactly roy would react tell jim right feeling resentful jim lose little puppy anymore tell feel turn suppose keep pining woman tell marry someone else see jim date attractive woman jealous dang shame,"['stand', 'pam', 'right', 'know', 'exactly', 'roy', 'would', 'react', 'tell', 'jim', 'right', 'feeling', 'resentful', 'jim', 'lose', 'little', 'puppy', 'anymore', 'tell', 'feel', 'turn', 'suppose', 'keep', 'pining', 'woman', 'tell', 'marry', 'someone', 'else', 'see', 'jim', 'date', 'attractive', 'woman', 'jealous', 'dang', 'shame']"
346,3,18,10.0,fran6d2,30 January 2022,"I might have to add that i watched it stoned as balls, but thats how i frequently watch the office. This episode felt different. I found myself laughing hard at the gags all along the episode, and i do not usually laugh out loud. Hope you enjoy it as much as me!",1/1,may add watch stone ball frequently watch office episode feel different find laugh hard gag along episode usually laugh loud hope enjoy much,"['may', 'add', 'watch', 'stone', 'ball', 'frequently', 'watch', 'office', 'episode', 'feel', 'different', 'find', 'laugh', 'hard', 'gag', 'along', 'episode', 'usually', 'laugh', 'loud', 'hope', 'enjoy', 'much']"
347,3,18,10.0,tdbooker,25 August 2018,I laughed out loud throughout this episode. It's one of the best!,25/33,laugh loud throughout episode one good,"['laugh', 'loud', 'throughout', 'episode', 'one', 'good']"
348,3,18,7.0,altbrz,28 October 2018,"While the end of season 3 (and really season 3 in general) is very good, this episode was a bit of a let down. It's just kind of boring. Not that it's bad, it's just doesn't hold up to most other episodes in season 3.",9/66,end season really season general good_episode bit let kind boring bad hold episode season,"['end', 'season', 'really', 'season', 'general', 'good_episode', 'bit', 'let', 'kind', 'boring', 'bad', 'hold', 'episode', 'season']"
349,3,19,10.0,ComedyFan2010,2 January 2019,"Michael is upset when Dwight tells him that the work on in the office isn't as dangerous as warehouse and tries to make a visual presentation on suicide.Another amazing episode. The whole thing with Michael on the roof was great just like the presentation in the warehouse that was held pretty much specifically for him. And there are always as in any episode small things that add so much to it, like the bet scenes with Creed eating a potato and Kelly talking about Netflix. And Stanley finding a watermelon on his car.",13/15,michael upset dwight tell work office dangerous warehouse try make visual presentation suicide another amazing episode whole thing michael roof great like presentation warehouse hold pretty much specifically always episode small thing add much like bet scene creed eat potato kelly talk netflix stanley find watermelon car,"['michael', 'upset', 'dwight', 'tell', 'work', 'office', 'dangerous', 'warehouse', 'try', 'make', 'visual', 'presentation', 'suicide', 'another', 'amazing', 'episode', 'whole', 'thing', 'michael', 'roof', 'great', 'like', 'presentation', 'warehouse', 'hold', 'pretty', 'much', 'specifically', 'always', 'episode', 'small', 'thing', 'add', 'much', 'like', 'bet', 'scene', 'creed', 'eat', 'potato', 'kelly', 'talk', 'netflix', 'stanley', 'find', 'watermelon', 'car']"
350,3,19,8.0,Edvis-1997,29 October 2021,"Comparing this episode with previous one this looks pretty bland, tho, it wasn't that bad. I liked how Michael kept interrupting in whole safety training part at warehouse, everything else wasn't for me, sorry.",1/6,compare episode previous one look pretty bland tho bad like michael keep interrupt whole safety training part warehouse everything else sorry,"['compare', 'episode', 'previous', 'one', 'look', 'pretty', 'bland', 'tho', 'bad', 'like', 'michael', 'keep', 'interrupt', 'whole', 'safety', 'training', 'part', 'warehouse', 'everything', 'else', 'sorry']"
351,3,19,8.0,vivianla,19 November 2020,"Darryl got hurt because Michael pulled out a ladder from under him. Now he is explaining the dangers of the warehouse. There is one machine that can cut off your arm. 10 people per year have gotten hurt by it statistically.Michael gets annoyed when Darryl says they have a nice, cushy, nerfy life up here.Michal prepares a suicide demonstration and gets Dwight to go get a bouncy castle and watermelons.The office workers are led out by Dwight and they realize he could seriously die by pretending to die. They encourage Michael off the roof. Darryl says he did not say you have nothing to live for.",1/4,darryl get hurt michael pull ladder explain danger warehouse one machine cut arm people per year get hurt statistically michael get annoy darryl say nice cushy nerfy life michal prepare suicide demonstration get dwight get bouncy_castle watermelon office worker lead dwight realize could seriously die pretend die encourage michael roof darryl say say nothing live,"['darryl', 'get', 'hurt', 'michael', 'pull', 'ladder', 'explain', 'danger', 'warehouse', 'one', 'machine', 'cut', 'arm', 'people', 'per', 'year', 'get', 'hurt', 'statistically', 'michael', 'get', 'annoy', 'darryl', 'say', 'nice', 'cushy', 'nerfy', 'life', 'michal', 'prepare', 'suicide', 'demonstration', 'get', 'dwight', 'get', 'bouncy_castle', 'watermelon', 'office', 'worker', 'lead', 'dwight', 'realize', 'could', 'seriously', 'die', 'pretend', 'die', 'encourage', 'michael', 'roof', 'darryl', 'say', 'say', 'nothing', 'live']"
352,3,19,10.0,matthewsweet-55214,14 August 2018,"Omg what can I say about this episode, well a lot of things because it's one of the best episodes of The Office. So Michael is upset with the warehouse workers because they tease him that an office job will never be as dangerous as working at the warehouse. So Michael being his smart self hatching a plan to pretend to kill himself that could kill himself. Everything about this episodes works from the lines, to the warehouse safety tour, and of course the pretend suicide. 10/10 for me.",19/22,omg say episode well lot thing one good_episode office michael upset warehouse worker tease office job never dangerous work warehouse michael smart self hatch plan pretend kill could kill everything episode work line warehouse safety tour course pretend suicide 00/00,"['omg', 'say', 'episode', 'well', 'lot', 'thing', 'one', 'good_episode', 'office', 'michael', 'upset', 'warehouse', 'worker', 'tease', 'office', 'job', 'never', 'dangerous', 'work', 'warehouse', 'michael', 'smart', 'self', 'hatch', 'plan', 'pretend', 'kill', 'could', 'kill', 'everything', 'episode', 'work', 'line', 'warehouse', 'safety', 'tour', 'course', 'pretend', 'suicide', '00/00']"
353,3,19,9.0,vanessalangford,5 December 2021,"I loved this whole episode, but there is a golden moment when Dwight and Mike experiment with a watermelon, the panic on Mike's face is priceless. It gets me every time - and that's why this series is great, relatable & laugh out loud comedy.",1/2,love whole episode golden moment dwight mike experiment watermelon panic mike face priceless get every time series great relatable laugh loud comedy,"['love', 'whole', 'episode', 'golden', 'moment', 'dwight', 'mike', 'experiment', 'watermelon', 'panic', 'mike', 'face', 'priceless', 'get', 'every', 'time', 'series', 'great', 'relatable', 'laugh', 'loud', 'comedy']"
354,3,20,9.0,ComedyFan2010,2 January 2019,Dunder Mifflin sells paper with an inappropriate watermark and Michael tries to save the situation.Michael was of course wonderful again. Him making this press conference nobody needed that went wrong was great. Ans his apology video keeps one laughing through it all especially when he makes an ultimatum at the end.Kelly's customer service training was very much of her character. And Angela trying her best to apologize was a wonderful addition.We also saw Creed do more work than ever when he gets somebody else fired for not doing his job only for this year.,15/20,dunder_mifflin sell paper inappropriate watermark michael try save situation michael course wonderful make press conference nobody need wrong great ans apology video keep one laugh especially make ultimatum end kelly customer service training much character angela try good apologize wonderful addition also see creed work ever get somebody else fire job year,"['dunder_mifflin', 'sell', 'paper', 'inappropriate', 'watermark', 'michael', 'try', 'save', 'situation', 'michael', 'course', 'wonderful', 'make', 'press', 'conference', 'nobody', 'need', 'wrong', 'great', 'ans', 'apology', 'video', 'keep', 'one', 'laugh', 'especially', 'make', 'ultimatum', 'end', 'kelly', 'customer', 'service', 'training', 'much', 'character', 'angela', 'try', 'good', 'apologize', 'wonderful', 'addition', 'also', 'see', 'creed', 'work', 'ever', 'get', 'somebody', 'else', 'fire', 'job', 'year']"
355,3,20,9.0,Edvis-1997,29 October 2021,"I loved this episode. It was really funny when he was trying to apologize and she didn't want to accept that, one of the best scene of this episode. Also school scene was funny.",2/5,love episode really funny try apologize want accept one good scene episode also school scene funny,"['love', 'episode', 'really', 'funny', 'try', 'apologize', 'want', 'accept', 'one', 'good', 'scene', 'episode', 'also', 'school', 'scene', 'funny']"
356,3,20,9.0,vivianla,19 November 2020,Michael calls everyone into the conference room and says in a serious tone that the paper mill has printed their paper with an obscene watermark. It is two cartoon animals having sex.Michael splits the office up. Jim's high school's prom invitations got the watermark and he is to go there with Andy. At the high school Andy sees his girlfriend at her locker. She is actually a minor and Andy ponders over this. Jim reminds him not to worry because she is a minor and it is illegal. Accounting team has been sent to sales relations and to be trained by Kelly. Creed is pointed out by Michael to have made this big issue come up because he is quality assurance and did not check at the paper mill. Dwight + Jim dress up as each other to annoy the other. They copy each other's mannerisms as well. Dwight comes in dressed as Jim and asks Karen if she would like to do sexual intercourse because she is his girlfriend.,0/2,michael call everyone conference_room say serious tone paper mill print paper obscene watermark two cartoon animal sex michael split office jim high school prom invitation get watermark andy high school andy see girlfriend locker actually minor andy ponder jim remind worry minor illegal accounting team send sale relation train kelly creed point michael make big issue come quality assurance check paper mill dwight jim dress annoy copy mannerism well dwight come dressed jim ask karen would like sexual intercourse girlfriend,"['michael', 'call', 'everyone', 'conference_room', 'say', 'serious', 'tone', 'paper', 'mill', 'print', 'paper', 'obscene', 'watermark', 'two', 'cartoon', 'animal', 'sex', 'michael', 'split', 'office', 'jim', 'high', 'school', 'prom', 'invitation', 'get', 'watermark', 'andy', 'high', 'school', 'andy', 'see', 'girlfriend', 'locker', 'actually', 'minor', 'andy', 'ponder', 'jim', 'remind', 'worry', 'minor', 'illegal', 'accounting', 'team', 'send', 'sale', 'relation', 'train', 'kelly', 'creed', 'point', 'michael', 'make', 'big', 'issue', 'come', 'quality', 'assurance', 'check', 'paper', 'mill', 'dwight', 'jim', 'dress', 'annoy', 'copy', 'mannerism', 'well', 'dwight', 'come', 'dressed', 'jim', 'ask', 'karen', 'would', 'like', 'sexual', 'intercourse', 'girlfriend']"
357,3,20,10.0,malcolmjohnston,13 May 2020,The most fantastically underrated episode in this season!!!!,6/13,fantastically underrated episode season,"['fantastically', 'underrated', 'episode', 'season']"
358,3,20,5.0,QoS007,31 August 2021,"Season 3 is an overrated, mixed bag. Some episodes are genius and capture the core magic of the show, but too much of it feels forced and that's evident in this episode.",1/6,season overrated mixed bag episode genius capture core magic show much feel force evident episode,"['season', 'overrated', 'mixed', 'bag', 'episode', 'genius', 'capture', 'core', 'magic', 'show', 'much', 'feel', 'force', 'evident', 'episode']"
359,3,21,9.0,ComedyFan2010,2 January 2019,After Phyllis is flashed Michael makes a women appreciation day where they help him to break up with Jan.One really feels for Michael in this episode. He really wants to be loved and Jan is not right for him when it comes to it. And he made us laugh again of course. In the meantime guys in the office also had some fun time in women bathroom which Creed mad even better. And making the flashing guy picture look like Dwight was just great!,14/17,phyllis flash michael make woman appreciation day help break jan one really feel michael episode really want love jan right come make laugh course meantime guy office also fun time woman bathroom creed mad even well make flashing guy picture look like dwight great,"['phyllis', 'flash', 'michael', 'make', 'woman', 'appreciation', 'day', 'help', 'break', 'jan', 'one', 'really', 'feel', 'michael', 'episode', 'really', 'want', 'love', 'jan', 'right', 'come', 'make', 'laugh', 'course', 'meantime', 'guy', 'office', 'also', 'fun', 'time', 'woman', 'bathroom', 'creed', 'mad', 'even', 'well', 'make', 'flashing', 'guy', 'picture', 'look', 'like', 'dwight', 'great']"
360,3,21,8.0,Edvis-1997,29 October 2021,"The beginning of this episode started with funny scene when Michael was making jokes but the middle was pretty bland and then again ending was good, so I would say it was 9/6/9 so can't give it more than 8.",1/5,beginning episode start funny scene michael make joke middle pretty bland end good would say 0/0/0 give,"['beginning', 'episode', 'start', 'funny', 'scene', 'michael', 'make', 'joke', 'middle', 'pretty', 'bland', 'end', 'good', 'would', 'say', '0/0/0', 'give']"
361,3,21,7.0,vivianla,20 November 2020,Phyllis enters the office stating a man flashed her. Pam says she wished that the man flashed her when she was with her ex. Then she says out loud that her ex would not have liked her seeing Jim's.This episode was anxiety personally for me and uncomfortable which is why I rated it lower than it should. (Rating is more for myself).Michael says he did not like being flashed by Meredith at the Christmas party and Angela says what a surprise. Lol.Michael refers to Pam and Karen as the real women and Phyllis is not really. He talks about society and how skinny and tall women are seen as ideal. The women in the office aren't even that skinny he says and everyone looks at Pam.Michael decides to have a women's appreciation day and take all the female workers out to the mall.The men stay behind and the bald man tells Jim he is curious about the women's bathroom - it is every man's fantasy. Jim says he thinks he means the girls' locker room (because women in all states of undress?). The guys lounge in the women's washroom.At the mall Michael buys junk food and says he hopes no one is on a diet...He then offers to buy everyone one thing from Victoria's Secret and we see Alessandra Ambrosio on a poster behind him. Kelly is excited and runs in. Phyllis carries some underwear and then Karen asks for her opinion on some unlined lace underwear. Phyllis says that Jim would love that and Pam overhears and widens her eyes. Pam says she does not need anything too sexy because she is single so she is going to pick this bathrobe.They drive back to the office and carry the older style Victoria's Secret bags. In the elevator Jim is with Karen with her VS bag and Pam is there when the doors open with hers.Michael breaks up with Jan over the phone.,3/13,phyllis enter office state man flash pam say wish man flash say loud would like see jim's episode anxiety personally uncomfortable rate low rating myself).michael say like flash meredith christmas party angela say surprise lol michael refer pam karen real woman phyllis really talk society skinny tall woman see ideal woman office even skinny say everyone look pam michael decide woman appreciation day take female worker mall man stay behind bald man tell jim curious woman bathroom every man fantasy jim say think mean girl locker room woman state undress guy lounge woman washroom mall michael buy junk food say hope one diet offer buy everyone one thing victoria secret see alessandra ambrosio poster behind kelly excited run phyllis carry underwear karen ask opinion unlined lace underwear phyllis say jim would love pam overhear widen eye pam say need anything sexy single pick bathrobe drive back office carry old style victoria secret bag elevator jim karen bag pam door open michael break jan phone,"['phyllis', 'enter', 'office', 'state', 'man', 'flash', 'pam', 'say', 'wish', 'man', 'flash', 'say', 'loud', 'would', 'like', 'see', 'jim', ""'s"", 'episode', 'anxiety', 'personally', 'uncomfortable', 'rate', 'low', 'rating', 'myself).michael', 'say', 'like', 'flash', 'meredith', 'christmas', 'party', 'angela', 'say', 'surprise', 'lol', 'michael', 'refer', 'pam', 'karen', 'real', 'woman', 'phyllis', 'really', 'talk', 'society', 'skinny', 'tall', 'woman', 'see', 'ideal', 'woman', 'office', 'even', 'skinny', 'say', 'everyone', 'look', 'pam', 'michael', 'decide', 'woman', 'appreciation', 'day', 'take', 'female', 'worker', 'mall', 'man', 'stay', 'behind', 'bald', 'man', 'tell', 'jim', 'curious', 'woman', 'bathroom', 'every', 'man', 'fantasy', 'jim', 'say', 'think', 'mean', 'girl', 'locker', 'room', 'woman', 'state', 'undress', 'guy', 'lounge', 'woman', 'washroom', 'mall', 'michael', 'buy', 'junk', 'food', 'say', 'hope', 'one', 'diet', 'offer', 'buy', 'everyone', 'one', 'thing', 'victoria', 'secret', 'see', 'alessandra', 'ambrosio', 'poster', 'behind', 'kelly', 'excited', 'run', 'phyllis', 'carry', 'underwear', 'karen', 'ask', 'opinion', 'unlined', 'lace', 'underwear', 'phyllis', 'say', 'jim', 'would', 'love', 'pam', 'overhear', 'widen', 'eye', 'pam', 'say', 'need', 'anything', 'sexy', 'single', 'pick', 'bathrobe', 'drive', 'back', 'office', 'carry', 'old', 'style', 'victoria', 'secret', 'bag', 'elevator', 'jim', 'karen', 'bag', 'pam', 'door', 'open', 'michael', 'break', 'jan', 'phone']"
362,3,21,10.0,Faristuta,6 July 2018,"This episode captured me. Even though Michael is indeed misogynistic, he reveals he has a big heart and only wishes these women the best especially with what he said toward the end.",24/28,episode capture even_though michael indeed misogynistic reveal big heart wish woman good especially say toward end,"['episode', 'capture', 'even_though', 'michael', 'indeed', 'misogynistic', 'reveal', 'big', 'heart', 'wish', 'woman', 'good', 'especially', 'say', 'toward', 'end']"
363,3,22,10.0,ComedyFan2010,2 January 2019,"Michael is invited to apply for a position in the corporate and takes everyone to the beach for a competition to decide who gets to be his replacement.So much fun in this episode. Office as we know it at it's best. The competitions were just great. Stanley fighting Jim always makes me laugh! And the moment when Pam talk to Jim is beautiful. Just like the way he looks at her. I was only feeling bad for Toby as I always do, he was so ready for a fun beach day.",25/29,michael invite apply position corporate take everyone beach competition decide get replacement much fun episode office know good competition great stanley fight jim always make laugh moment pam talk jim beautiful like way look feel bad toby always ready fun beach day,"['michael', 'invite', 'apply', 'position', 'corporate', 'take', 'everyone', 'beach', 'competition', 'decide', 'get', 'replacement', 'much', 'fun', 'episode', 'office', 'know', 'good', 'competition', 'great', 'stanley', 'fight', 'jim', 'always', 'make', 'laugh', 'moment', 'pam', 'talk', 'jim', 'beautiful', 'like', 'way', 'look', 'feel', 'bad', 'toby', 'always', 'ready', 'fun', 'beach', 'day']"
364,3,22,8.0,Edvis-1997,2 November 2021,"I see that this episode has amazing Imdb rating but I'm really not sure why. Whole episode was lowkey good just ending was amazing, not a lot to talk about this specific episode.",2/8,see episode amazing imdb rating really sure whole episode lowkey good end amazing lot talk specific episode,"['see', 'episode', 'amazing', 'imdb', 'rating', 'really', 'sure', 'whole', 'episode', 'lowkey', 'good', 'end', 'amazing', 'lot', 'talk', 'specific', 'episode']"
365,3,22,9.0,vivianla,21 November 2020,"Michael is on the phone with somebody and is told he has been offered an interview to work for corporate. Michael was acting silly on the phone before this and actually was offered the interview after the man sighed.Michael has made a beach day for the office so that they can have a fun day before he has to tell them he is leaving if he does get the job.They get on the coach bus and off they go to the beach. They sing songs. At the beach Michael has asked the candidates he had in his mind to be tribe leaders and to pick their partners.Jim chooses Karen, Pam is told to sit out and take notes, Stanley is with Phyllis, etc.Phyllis drops the egg early on and Stanley says thank you and goes to lounge.Michael asks Pam to cook up the 800 hot dogs for their contest in ten minutes. Michael finally reveals for them to take it seriously that based on today's performance that person will get a regional manager's salary meaning they will be replacing him. He was offered an interview at corporate and says he is the most qualified person.Stanley finally gets motivated. Andy wins the contest.Next they dress up in fat suits and try to K.O. the other.Stanley tries to smile and fake it but then says he can't do this and gives up. I laughed so hard.Jim and Karen secretly call corporate themselves to ask about interviewing for the open position themselves.At the end of the long day Michael has set up coals and the embers and fire scares me. That is the look of embers that scare me the most. He wants them to each walk on the coals.Pam walks through it herself on her own and excitedly joins back with the group to tell them. She says she is trying to be more honest and wanted to express her feelings more. She asked them why didn't any come to her art show. Then she reveals to Jim she called off her wedding because of him and now it is all weird. Their friendship isn't fun anymore. She goes off to dip her feet in the water.They ride back in the morning on the bus.",3/11,michael phone somebody tell offer interview work corporate michael act silly phone actually offer interview man sigh michael make beach day office fun day tell leave get job get coach bus beach sing song beach michael ask candidate mind tribe leader pick partner jim choose karen pam tell sit take note stanley phyllis etc phyllis drop egg early stanley say thank lounge michael ask pam cook 000 hot dog contest ten minute michael finally reveal take seriously base today performance person get regional_manager salary meaning replace offer interview corporate say qualified person stanley finally get motivated andy win contest next dress fat suit try k.o. stanley try smile fake say give laugh hard jim karen secretly call corporate ask interview open position end long day michael set coal ember fire scare look ember scare want walk coal pam walk excitedly join back group tell say try honest want express feeling ask come art show reveal jim call wedding weird friendship fun anymore dip foot water ride back morning bus,"['michael', 'phone', 'somebody', 'tell', 'offer', 'interview', 'work', 'corporate', 'michael', 'act', 'silly', 'phone', 'actually', 'offer', 'interview', 'man', 'sigh', 'michael', 'make', 'beach', 'day', 'office', 'fun', 'day', 'tell', 'leave', 'get', 'job', 'get', 'coach', 'bus', 'beach', 'sing', 'song', 'beach', 'michael', 'ask', 'candidate', 'mind', 'tribe', 'leader', 'pick', 'partner', 'jim', 'choose', 'karen', 'pam', 'tell', 'sit', 'take', 'note', 'stanley', 'phyllis', 'etc', 'phyllis', 'drop', 'egg', 'early', 'stanley', 'say', 'thank', 'lounge', 'michael', 'ask', 'pam', 'cook', '000', 'hot', 'dog', 'contest', 'ten', 'minute', 'michael', 'finally', 'reveal', 'take', 'seriously', 'base', 'today', 'performance', 'person', 'get', 'regional_manager', 'salary', 'meaning', 'replace', 'offer', 'interview', 'corporate', 'say', 'qualified', 'person', 'stanley', 'finally', 'get', 'motivated', 'andy', 'win', 'contest', 'next', 'dress', 'fat', 'suit', 'try', 'k.o', '.', 'stanley', 'try', 'smile', 'fake', 'say', 'give', 'laugh', 'hard', 'jim', 'karen', 'secretly', 'call', 'corporate', 'ask', 'interview', 'open', 'position', 'end', 'long', 'day', 'michael', 'set', 'coal', 'ember', 'fire', 'scare', 'look', 'ember', 'scare', 'want', 'walk', 'coal', 'pam', 'walk', 'excitedly', 'join', 'back', 'group', 'tell', 'say', 'try', 'honest', 'want', 'express', 'feeling', 'ask', 'come', 'art', 'show', 'reveal', 'jim', 'call', 'wedding', 'weird', 'friendship', 'fun', 'anymore', 'dip', 'foot', 'water', 'ride', 'back', 'morning', 'bus']"
366,3,22,10.0,rahenson1,15 November 2010,"The review for this episode was by someone who at the least doesn't like Pam. I won't claim to be objective either. But you're going to get a review from someone who loves that character rather than hates her.Pam has tried hard all through season three to grow. We find out at the beginning of the season that she didn't marry Roy and has moved out on her own. When Jim comes back she's excited, but then disappointed when she finds out he's with Karen. She finally starts taking art classes. She hosts a show and no one except for Michael talks to her there. Oscar and Gil make fun of her art. Jim doesn't come. She's not perfect. She gets back together with Roy when depressed at Phyllis' wedding.She literally walks across fire in this episode. And that's not the hardest thing (for her) that she does. She finally tells Jim he was right about them. Is it too late? I'm sure you already know the answer that it wasn't. When I watched the episode it was a couple of years after originally airing (I was late on the bandwagon). I knew that they'd get together some day. I didn't know when it would happen. But even if it had been a long time later I was so proud of her character for finally coming out with the truth she'd tried to hide so long.I'm sorry the earlier reviewer didn't like the episode. If you're a fan of The Office I find it hard to believe (and the 6 other people who've seen that review agree with me) you'll dislike this episode.",79/83,review episode someone least like pam claim objective either get review someone love character rather hate pam try hard season three grow find beginning season marry roy move jim come back excited disappoint find karen finally start take art class host show one except michael talk oscar gil make fun art jim come perfect get back together roy depress phyllis wedding literally walk across fire episode hard thing finally tell jim right late sure already know answer watch episode couple year originally air late bandwagon know get together day know would happen even long time later proud character finally come truth try hide long i'm sorry early reviewer like episode fan office find hard believe people see review agree dislike episode,"['review', 'episode', 'someone', 'least', 'like', 'pam', 'claim', 'objective', 'either', 'get', 'review', 'someone', 'love', 'character', 'rather', 'hate', 'pam', 'try', 'hard', 'season', 'three', 'grow', 'find', 'beginning', 'season', 'marry', 'roy', 'move', 'jim', 'come', 'back', 'excited', 'disappoint', 'find', 'karen', 'finally', 'start', 'take', 'art', 'class', 'host', 'show', 'one', 'except', 'michael', 'talk', 'oscar', 'gil', 'make', 'fun', 'art', 'jim', 'come', 'perfect', 'get', 'back', 'together', 'roy', 'depress', 'phyllis', 'wedding', 'literally', 'walk', 'across', 'fire', 'episode', 'hard', 'thing', 'finally', 'tell', 'jim', 'right', 'late', 'sure', 'already', 'know', 'answer', 'watch', 'episode', 'couple', 'year', 'originally', 'air', 'late', 'bandwagon', 'know', 'get', 'together', 'day', 'know', 'would', 'happen', 'even', 'long', 'time', 'later', 'proud', 'character', 'finally', 'come', 'truth', 'try', 'hide', 'long', 'i', ""'m"", 'sorry', 'early', 'reviewer', 'like', 'episode', 'fan', 'office', 'find', 'hard', 'believe', 'people', 'see', 'review', 'agree', 'dislike', 'episode']"
367,3,22,10.0,juanthesketcher,21 February 2021,"This is hands down, my favorite episode of the office ever. It is both dramatic and hysterical at the same time and honestly, this is the episode that I enjoy rewatching the most because the characters got some good stories in this episode and the part where Andy floats away with sumo suit was the funniest part and I gotta say, I will spend an entire week just watching this episode.",4/7,hand favorite episode office ever dramatic hysterical time honestly episode enjoy rewatche character get good story episode part andy float away sumo suit funny part get say spend entire week watch episode,"['hand', 'favorite', 'episode', 'office', 'ever', 'dramatic', 'hysterical', 'time', 'honestly', 'episode', 'enjoy', 'rewatche', 'character', 'get', 'good', 'story', 'episode', 'part', 'andy', 'float', 'away', 'sumo', 'suit', 'funny', 'part', 'get', 'say', 'spend', 'entire', 'week', 'watch', 'episode']"
